nigeria_cet10,declaration_no,declaration_date,clearance_date,flow,customs_regime,entry_type,hs_code,product_description,country_of_origin,country_of_export,country_of_destination,exporter_name,exporter_tax_id,exporter_address,exporter_city,exporter_country,exporter_contact,importer_name,importer_tax_id,importer_address,importer_city,importer_country,importer_contact,mode_of_transport,customs_house,port_of_clearance,year,month,period,quantity,unit_of_measure,net_weight_kg,gross_weight_kg,customs_value_usd,cif_value_usd,fob_value_usd,freight_usd,insurance_usd,unit_price_usd,currency,exchange_rate,incoterms,duty_rate_pct,duty_amount_usd,vat_tax_usd,total_tax_usd,customs_broker,declarant_ref,package_count,package_type,marks_numbers,lane_value_usd,nigeria_role
2922429000,CD202201000000009261,2022-01-04,2022-01-09,export,70,Temporary,292242,"Amino-acids, other than those containing more than one kind of oxygen function, and their esters; glutamic acid and its esters; salts thereof",Germany,Germany,Nigeria,INEOS Phenol GmbH,[in full dataset],[in full dataset],Gladbeck,Germany,[in full dataset],BILE ACIDS NIGERIA LTD,[in full dataset],[in full dataset],Suleja,Nigeria,,RAIL,Main Container Port,Main Container Port,2022,1,2022-01,15412.2,KG,15412.2,17085.4,4697.26,4697.26,4356.28,306.69,34.29,0.28,CNY,16.5539,CPT,6.5,305.32,0,305.32,Livingston Intl,REF6117452,381,BAGS,PKG95031,1018852.73,Nigeria importer (import)
2621900000,CD202210000000271154,2022-10-06,2022-10-18,import,10,Transit,262190,Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) but excluding ash and residues from the incineration of municipal waste,Nigeria,Nigeria,China,TRANSPORT SERVICES LIMITED,[in full dataset],[in full dataset],Ikoyi,Nigeria,[in full dataset],NYOCOR Company Limited,[in full dataset],[in full dataset],Beijing,China,[in full dataset],AIR,Yingkou,Tianjin,2022,10,2022-10,8631.6,KG,8631.6,9104.9,1206.34,1206.34,1145.81,57.13,3.4,0.13,USD,1,CIF,4.1,49.46,188.37,237.83,CEVA Customs,REF8404154,91,BULK,PKG61474,14307299,Nigeria exporter (export)
5205210000,CD202602000000000426,2026-02-05,2026-02-11,import,40,Consumption,520521,"Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale",Nigeria,Nigeria,Brazil,WACOT LIMITED,[in full dataset],[in full dataset],Ikeja,Nigeria,[in full dataset],COTTON STAR INDUSTRIAL LTDA,[in full dataset],[in full dataset],BLUMENAU,Brazil,,SEA,Suape,Rio Grande,2026,2,2026-02,21396,KG,21396,22392.2,8328.91,8328.91,7622,676.52,30.39,0.36,CNY,125.3933,FCA,12.8,1066.1,1879,2945.1,Kuehne+Nagel Brokerage,REF1499668,69,CASES,PKG40194,7622,Nigeria exporter (export)
1301200000,CD201502000000019682,2015-02-22,2015-02-09,export,42,Consumption,130120,Gum Arabic,United Kingdom,United Kingdom,Nigeria,CHAUMET (LONDON) LIMITED,[in full dataset],[in full dataset],LONDON,United Kingdom,[in full dataset],DARUL-MUQINEEN ARABIC AND ISLAMIC CENTRE,[in full dataset],[in full dataset],Isheri,Nigeria,,SEA,Main Container Port,Main Container Port,2015,2,2015-02,3083.7,KG,3083.7,3349.2,3594.91,3594.91,3474.97,95.03,24.91,1.13,USD,1,DAP,6.4,230.07,0,230.07,Expeditors Customs,REF9874187,316,CRATES,PKG66654,578587.64,Nigeria importer (import)
8540110000,CD201705000001278082,2017-05-27,2017-05-01,export,51,Transit,854011,"Tubes; cathode-ray television picture tubes, including video monitor cathode-ray tubes, colour",China,China,Nigeria,"Shannon Semiconductor Technology Co.,Ltd.",[in full dataset],[in full dataset],Shenzhen,China,[in full dataset],JUBAILI BROS ENGINEERING LIMITED,[in full dataset],[in full dataset],Ikeja,Nigeria,[in full dataset],RAIL,Main Container Port,Main Container Port,2017,5,2017-05,9000.9,KG,9000.9,9182.1,92933.87,92933.87,89195.86,3358.91,379.1,9.91,GBP,62.5926,CIF,1.9,1765.74,18939.92,20705.66,DSV Customs,REF4028354,440,CRATES,PKG64432,130976781,Nigeria importer (import)
2619000000,CD202210000000020370,2022-10-12,2022-10-25,import,61,Temporary,261900,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel",Nigeria,Nigeria,Hong Kong,PRIME ATLANTIC CEGELEC NIGERIA LIMITED,[in full dataset],[in full dataset],Victoria Island,Nigeria,[in full dataset],WISON ENGINEERING SERVICES CO. LTD.,[in full dataset],[in full dataset],Wan Chai,Hong Kong,[in full dataset],AIR,Hong Kong (Kwai Tsing),Hong Kong (Kwai Tsing),2022,10,2022-10,3154.2,KG,3154.2,3302.4,18205.11,18205.11,17306.57,838.55,59.99,5.49,GBP,55.8957,FCA,6,1092.31,3859.48,4951.79,DSV Customs,REF2616470,264,CASES,PKG51943,810087.83,Nigeria exporter (export)
2711120000,CD202306000002089130,2023-06-04,2023-06-13,import,10,Warehouse,271112,"Petroleum gases and other gaseous hydrocarbons; liquefied, propane",Nigeria,Nigeria,Poland,NIGERIAN NATIONAL PETROLEUM COMPANY LIMITED,[in full dataset],[in full dataset],Abuja,Nigeria,[in full dataset],OKTAN ENERGY & V L SERVICE SP Z O O,[in full dataset],[in full dataset],Szczecin,Poland,[in full dataset],ROAD,Gdynia,Gdansk,2023,6,2023-06,22937.7,KG,22937.7,25877.2,44013.51,44013.51,42421.54,1288.5,303.47,1.85,USD,1,EXW,3.5,1540.47,2277.7,3818.17,DSV Customs,REF3331500,347,CARTONS,PKG62064,306441474,Nigeria exporter (export)
2619000000,CD202210000000270562,2022-10-01,2022-10-12,import,10,Consumption,261900,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel",Nigeria,Nigeria,China,PANALPINA WORLD TRANSPORT (NIGERIA) LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],"Shenzhen Xixi Miya Apparel Co., Ltd.",[in full dataset],[in full dataset],Shenzhen,China,,ROAD,Xiamen,Xiamen,2022,10,2022-10,5020.9,KG,5020.9,5663.6,22694.5,22694.5,20694.43,1888.69,111.38,4.12,USD,1,CIF,5.8,1316.28,1200.54,2516.82,Expeditors Customs,REF7264373,188,CASES,PKG44469,14307299,Nigeria exporter (export)
2604000000,CD201912000000082919,2019-12-19,2019-12-03,import,40,Temporary,260400,Nickel ores and concentrates,Nigeria,Nigeria,Malaysia,Vigeo Holdings Limited,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],MUHIBBAH ENGINEERING (M) BHD.,[in full dataset],[in full dataset],Klang,Malaysia,[in full dataset],RAIL,Port Klang,Penang,2019,12,2019-12,8698.1,KG,8698.1,9673.8,588.84,588.84,563.47,22.21,3.16,0.06,GBP,89.9838,CIF,3.7,21.79,0,21.79,DSV Customs,REF4729813,295,BAGS,PKG47294,4040293.33,Nigeria exporter (export)
1302320000,CD201508000000006185,2015-08-22,2015-08-09,export,42,Re-export,130232,"Mucilages and thickeners; whether or not modified, derived from locust beans, locust bean seeds or guar seeds",United Kingdom,United Kingdom,Nigeria,CHAUMET (LONDON) LIMITED,[in full dataset],[in full dataset],LONDON,United Kingdom,[in full dataset],MAHAD ALLAHU ASBY SCHOOL ARABIC AND ISLAMIC STUDIES LTD,[in full dataset],[in full dataset],Gaa,Nigeria,,RAIL,Main Container Port,Main Container Port,2015,8,2015-08,17045.1,KG,17045.1,19424.4,13657,13657,12941.05,680.75,35.2,0.76,JPY,8.5381,DAP,3.9,532.62,2837.92,3370.54,Kuehne+Nagel Brokerage,REF4269387,129,ROLLS,PKG10321,156692.03,Nigeria importer (import)
2618000000,CD202109000000226796,2021-09-02,2021-09-15,import,10,Transit,261800,"Slag, granulated (slag sand); from the manufacture or iron or steel",Nigeria,Nigeria,Malaysia,TRANSPORT SERVICES LIMITED,[in full dataset],[in full dataset],Ikoyi,Nigeria,[in full dataset],DIALOG GROUP BERHAD,[in full dataset],[in full dataset],Petaling Jaya,Malaysia,[in full dataset],SEA,Tanjung Pelepas,Penang,2021,9,2021-09,23326.5,KG,23326.5,24150.3,2863.83,2863.83,2779.2,81.41,3.22,0.12,USD,1,CPT,4.1,117.42,596.25,713.67,AN Deringer,REF1879715,183,BAGS,PKG3784,12900926.17,Nigeria exporter (export)
4005990000,CD201804000000115272,2018-04-21,2018-04-25,import,70,Warehouse,400599,"Rubber; unvulcanised, (compounded other than with carbon black or silica), in primary forms, (other than plates, sheets, strip, solutions or dispersions)",Nigeria,Nigeria,Poland,INDORAMA ELEME PETROCHEMICALS LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],DAIMLER TRUCK POLSKA SP Z O O,[in full dataset],[in full dataset],Warszawa,Poland,[in full dataset],SEA,Gdynia,Gdynia,2018,4,2018-04,20138.7,KG,20138.7,21793.6,20129.66,20129.66,19079.57,1003.9,46.19,0.95,USD,1,CPT,6.3,1268.17,2567.74,3835.91,AN Deringer,REF4432554,4,BULK,PKG92997,332124,Nigeria exporter (export)
2924210000,CD202304000000161491,2023-04-22,2023-04-02,export,51,Warehouse,292421,"Cyclic amides (including cyclic carbamates) and their derivatives, ureines and their derivatives; salts thereof",China,China,Nigeria,"DSM Vitamins (Shandong) Co., Ltd.",[in full dataset],[in full dataset],Liaocheng,China,,ESTER'S BETHEL ENTERPRISE,[in full dataset],[in full dataset],Olomore,Nigeria,,SEA,Main Container Port,Main Container Port,2023,4,2023-04,11122.5,KG,11122.5,11923.3,31805.68,31805.68,29976.84,1706.36,122.48,2.7,CNY,26.3606,CPT,3.5,1113.2,2304.32,3417.52,DSV Customs,REF1024565,200,CARTONS,PKG48574,18274065,Nigeria importer (import)
2614000000,CD202412000000871714,2024-12-06,2024-12-11,import,10,Transit,261400,Titanium ores and concentrates,Nigeria,Nigeria,China,Vigeo Holdings Limited,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],"Shanghai New World Co.,Ltd.",[in full dataset],[in full dataset],Shanghai,China,,RAIL,Shanghai,Xiamen,2024,12,2024-12,7364.1,KG,7364.1,7933.4,212.16,212.16,200,11.37,0.79,0.03,USD,1,DDP,3.7,7.85,0,7.85,Descartes,REF5659562,92,BAGS,PKG9866,70218400,Nigeria exporter (export)
2608000000,CD202502000000029927,2025-02-07,2025-02-14,import,42,Re-export,260800,Zinc ores and concentrates,Nigeria,Nigeria,Hong Kong,PILGRIMS AFRICA LIMITED,[in full dataset],[in full dataset],Victoria Island,Nigeria,[in full dataset],"Shanghai Chicmax Cosmetic Co., Ltd.",[in full dataset],[in full dataset],Kwun Tong,Hong Kong,[in full dataset],RAIL,Hong Kong (Kwai Tsing),Hong Kong (Kwai Tsing),2025,2,2025-02,19755.4,KG,19755.4,21119.6,1862.03,1862.03,1742.87,111.84,7.32,0.09,USD,1,CFR,6.8,126.62,0,126.62,Kuehne+Nagel Brokerage,REF7348423,42,BALES,PKG13254,1441546.72,Nigeria exporter (export)
2703000000,CD201712000002835855,2017-12-23,2017-12-06,import,40,Re-export,270300,"Peat; (including peat litter), whether or not agglomerated",Nigeria,Nigeria,Spain,LEVENE ENERGY DEVELOPMENT LIMITED,[in full dataset],[in full dataset],Ikoyi,Nigeria,[in full dataset],REPSOL SOLUCIONES ENERGETICAS SA.,[in full dataset],[in full dataset],MADRID,Spain,[in full dataset],AIR,Algeciras,Algeciras,2017,12,2017-12,9892.2,KG,9892.2,10103.1,931.47,931.47,899.48,29.81,2.18,0.09,CNY,21.9857,DDP,7,65.2,179.4,244.6,CEVA Customs,REF2265297,464,BAGS,PKG74047,484927112.98,Nigeria exporter (export)
2710990000,CD201712000001095507,2017-12-04,2017-12-17,import,61,Transit,271099,"Waste Oils; of petroleum or obtained from bituminous minerals, not crude and preparations n.e.c., weight 70% or preparations of the same, not containing polychlorinated biphenyls (PCBs), polychorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)",Nigeria,Nigeria,Netherlands,NIGERIAN NATIONAL PETROLEUM COMPANY LIMITED,[in full dataset],[in full dataset],Abuja,Nigeria,[in full dataset],Azule Energy Angola B.V.,[in full dataset],[in full dataset],Amsterdam,Netherlands,,ROAD,Amsterdam,Rotterdam,2017,12,2017-12,22316.3,KG,22316.3,23239.4,90905.42,90905.42,84250.44,6053.29,601.69,3.78,INR,55.6797,FCA,6.6,5999.76,4845.26,10845.02,Flexport Customs,REF7303023,163,PALLETS,PKG76334,117950921.61,Nigeria exporter (export)
7305319000,CD202505000000121437,2025-05-12,2025-05-15,export,61,Consumption,730531,"Iron or steel (excluding cast iron); tubes and pipes (other than line pipe or casing of a kind used for oil or gas pipelines), longitudinally welded, having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)",United States,United States,Nigeria,"SPS Technologies, LLC",[in full dataset],[in full dataset],Jenkintown,United States,[in full dataset],QUALCHEM GLOBAL CONCEPT LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2025,5,2025-05,19130.6,KG,19130.6,21286,2172.04,2172.04,2027.03,136.49,8.52,0.11,EUR,46.7558,CIF,8.1,175.94,281.76,457.7,Livingston Intl,REF1473223,258,ROLLS,PKG61295,5306681,Nigeria importer (import)
2931450000,CD202201000000178612,2022-01-09,2022-01-16,export,61,Transit,293145,Non-halogenated organo-phosphorous derivatives; salt of methylphosphonic acid and (aminominomethyl) urea (1:1),China,China,Nigeria,"DSM Vitamins (Sichuan) Co., Ltd.",[in full dataset],[in full dataset],Chengdu,China,[in full dataset],BILE ACIDS NIGERIA LTD,[in full dataset],[in full dataset],Suleja,Nigeria,,AIR,Main Container Port,Main Container Port,2022,1,2022-01,21640.7,KG,21640.7,23406.9,60148.32,60148.32,55861.79,3966.7,319.83,2.58,USD,1,CFR,3.6,2165.34,11216.46,13381.8,DSV Customs,REF1771129,290,BAGS,PKG69529,19120015,Nigeria importer (import)
1503000000,CD201607000000361391,2016-07-01,2016-07-15,import,40,Warehouse,150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil; not emulsified or mixed or otherwise prepared",Nigeria,Nigeria,Germany,GLORIA MARGARINE COMPANY,[in full dataset],[in full dataset],Aba,Nigeria,,Kunibert Rape GmbH,[in full dataset],[in full dataset],Diepholz,Germany,[in full dataset],AIR,Wilhelmshaven,Wilhelmshaven,2016,7,2016-07,24972.8,KG,24972.8,28352.9,8710.16,8710.16,8125.64,564.71,19.81,0.33,USD,1,FOB,6.1,531.32,0,531.32,DHL Customs Svc,REF3884539,157,CRATES,PKG39130,2543876.47,Nigeria exporter (export)
2606000000,CD202412000000864096,2024-12-20,2024-12-27,import,40,Re-export,260600,Aluminium ores and concentrates,Nigeria,Nigeria,China,QUIDAX TECHNOLOGIES LIMITED,[in full dataset],[in full dataset],Lekki,Nigeria,[in full dataset],"Chongqing Department Store Co.,Ltd.",[in full dataset],[in full dataset],Chongqing,China,[in full dataset],SEA,Xiamen,Qingdao,2024,12,2024-12,13508.8,KG,13508.8,15249.9,531.09,531.09,514.06,13.88,3.15,0.04,JPY,2.772,DDP,4.7,24.96,83.41,108.37,Expeditors Customs,REF8140642,271,BALES,PKG47063,70218400,Nigeria exporter (export)
8528690000,CD201705000001278980,2017-05-11,2017-05-24,export,51,Temporary,852869,"Projectors; n.e.c. in subheading 8528.62, whether or not colour",China,China,Nigeria,BYD Company Limited,[in full dataset],[in full dataset],Shenzhen,China,[in full dataset],SEAMFIX LIMITED,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2017,5,2017-05,2545,KG,2545,2656.7,70588.68,70588.68,64135.49,6258.98,194.21,25.2,USD,1,DDP,2.3,1623.54,5054.86,6678.4,Kuehne+Nagel Brokerage,REF5688327,159,CARTONS,PKG77455,130976781,Nigeria importer (import)
8802400000,CD201905000000010679,2019-05-20,2019-05-05,export,10,Warehouse,880240,"Aeroplanes and other aircraft, except unmanned; of an unladen weight exceeding 15,000kg",Singapore,Singapore,Nigeria,ROCKWELL COLLINS SOUTHEAST ASIA PTE. LTD.,[in full dataset],[in full dataset],Singapore,Singapore,[in full dataset],SG HOLDINGS LIMITED,[in full dataset],[in full dataset],Lekki,Nigeria,[in full dataset],AIR,Main Container Port,Main Container Port,2019,5,2019-05,7490.7,KG,7490.7,8449.6,13128.08,13128.08,12720.84,377.95,29.29,1.7,USD,1,DDP,0,0,1575.37,1575.37,DB Schenker Customs,REF1489285,59,CASES,PKG20515,10905835.8,Nigeria importer (import)
2613900000,CD202604000000000342,2026-04-24,2026-04-28,import,61,Temporary,261390,Molybdenum ores and concentrates; other than roasted,Nigeria,Nigeria,Brazil,PRIME ATLANTIC CEGELEC NIGERIA LIMITED,[in full dataset],[in full dataset],Victoria Island,Nigeria,[in full dataset],BRINK'S SEGURANCA E TRANSPORTE DE VALORES LTDA,[in full dataset],[in full dataset],SAO PAULO,Brazil,,SEA,Suape,Santos,2026,4,2026-04,18313.8,KG,18313.8,19950.9,1498.88,1498.88,1378.11,112.96,7.81,0.08,INR,49.9025,DAP,6.6,98.93,319.56,418.49,DSV Customs,REF4471110,105,ROLLS,PKG9234,486714,Nigeria exporter (export)
8806930000,CD201905000000006285,2019-05-25,2019-05-07,export,61,Transit,880693,Unmanned aircraft; for other than remote-controlled flight and other than for carriage of passengers with a maximum take-off weight more than 7kg but not more than 25kg,United States,United States,Nigeria,T&W AIRCRAFT ELECTRICAL LLC,[in full dataset],[in full dataset],Valrico,United States,[in full dataset],SG HOLDINGS LIMITED,[in full dataset],[in full dataset],Lekki,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2019,5,2019-05,5264.7,KG,5264.7,5414.2,3933.14,3933.14,3797.1,132.22,3.82,0.72,USD,1,CFR,0,0,393.31,393.31,Flexport Customs,REF1255089,65,PALLETS,PKG90898,5189510,Nigeria importer (import)
1301200000,CD201507000000023760,2015-07-12,2015-07-14,export,51,Temporary,130120,Gum Arabic,United Kingdom,United Kingdom,Nigeria,CHAUMET (LONDON) LIMITED,[in full dataset],[in full dataset],LONDON,United Kingdom,[in full dataset],SHAIBATULHAMDI COLLEGE FOR ARABIC AND ISLAMIC STUDIES LTD,[in full dataset],[in full dataset],Azare,Nigeria,,SEA,Main Container Port,Main Container Port,2015,7,2015-07,12672.4,KG,12672.4,14537.4,62280.8,62280.8,60236.41,1751.81,292.58,4.75,USD,1,CIF,3.4,2117.55,3219.92,5337.47,Flexport Customs,REF7941491,152,CARTONS,PKG87950,742006.77,Nigeria importer (import)
4002990000,CD202008000000151330,2020-08-07,2020-08-11,import,40,Warehouse,400299,"Rubber; synthetic, n.e.c. in heading 4002, (other than latex), in primary forms or in plates, sheets or strip",Nigeria,Nigeria,China,INDORAMA ELEME PETROCHEMICALS LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],"GuiZhou Tyre Co.,Ltd.",[in full dataset],[in full dataset],Guiyang,China,[in full dataset],SEA,Shanghai,Yingkou,2020,8,2020-08,3426.2,KG,3426.2,3614.6,43665.06,43665.06,41495.09,1951.2,218.77,12.11,USD,1,CIF,7.1,3100.22,7014.79,10115.01,CEVA Customs,REF7552249,194,PALLETS,PKG13319,481824,Nigeria exporter (export)
2612100000,CD202210000000270887,2022-10-14,2022-10-21,import,51,Temporary,261210,Uranium ores and concentrates,Nigeria,Nigeria,China,DE WAYLE'S INTERNATIONAL LIMITED,[in full dataset],[in full dataset],Warri,Nigeria,[in full dataset],"FESCO Group Co., Ltd",[in full dataset],[in full dataset],Beijing,China,[in full dataset],RAIL,Ningbo-Zhoushan,Xiamen,2022,10,2022-10,24304.1,KG,24304.1,27717.2,91923.3,91923.3,87551.53,4075.8,295.97,3.6,EUR,38.4003,DAP,6.7,6158.86,6865.75,13024.61,CEVA Customs,REF6208719,322,PALLETS,PKG87049,14307299,Nigeria exporter (export)
2610000000,CD201912000000083038,2019-12-02,2019-12-04,import,42,Re-export,261000,Chromium ores and concentrates,Nigeria,Nigeria,Malaysia,RINA CTSI NIGERIA LIMITED,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],DIALOG GROUP BERHAD,[in full dataset],[in full dataset],Petaling Jaya,Malaysia,[in full dataset],AIR,Penang,Tanjung Pelepas,2019,12,2019-12,11460.2,KG,11460.2,12939.5,9168.32,9168.32,8376.1,754.22,38,0.73,USD,1,DAP,5,458.42,1925.35,2383.77,DB Schenker Customs,REF8341721,134,CARTONS,PKG73850,4040293.33,Nigeria exporter (export)
2611000000,CD202502000000030023,2025-02-03,2025-02-06,import,40,Re-export,261100,Tungsten ores and concentrates,Nigeria,Nigeria,Hong Kong,TRANSNATIONAL CORPORATION PLC,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],HENDERSON LAND DEVELOPMENT COMPANY LIMITED,[in full dataset],[in full dataset],Central District,Hong Kong,[in full dataset],ROAD,Hong Kong (Kwai Tsing),Hong Kong (Kwai Tsing),2025,2,2025-02,13251.1,KG,13251.1,13829.5,6930.89,6930.89,6331.06,561.12,38.71,0.48,USD,1,EXW,4.4,304.96,1447.17,1752.13,DB Schenker Customs,REF9302194,447,BULK,PKG10539,1441546.72,Nigeria exporter (export)
1302140000,CD201505000000012060,2015-05-17,2015-05-19,import,40,Transit,130214,Vegetable saps and extracts; of ephedra,Nigeria,Nigeria,Germany,ARABIC TEACHERS' COLLEGE KEFFI LTD,[in full dataset],[in full dataset],Keffi,Nigeria,,Natural Gums Dr. W. Agster GmbH,[in full dataset],[in full dataset],Reutlingen,Germany,[in full dataset],ROAD,Hamburg,Hamburg,2015,5,2015-05,6889.4,KG,6889.4,7249.2,11069.38,11069.38,10390.48,649.88,29.02,1.51,GBP,18.6443,DDP,5.4,597.75,583.36,1181.11,AN Deringer,REF8610895,108,CASES,PKG93217,326233.39,Nigeria exporter (export)
1301200000,CD201511000000007938,2015-11-13,2015-11-28,import,42,Consumption,130120,Gum Arabic,Nigeria,Nigeria,Germany,NURUL IMAN ARABIC & ISLAMIC ACADEMY LTD,[in full dataset],[in full dataset],Zaria,Nigeria,,Natural Gums Dr. W. Agster GmbH,[in full dataset],[in full dataset],Reutlingen,Germany,[in full dataset],AIR,Wilhelmshaven,Hamburg,2015,11,2015-11,19749.3,KG,19749.3,20561.6,7134.09,7134.09,6941.01,144.71,48.37,0.35,USD,1,CPT,5.9,420.91,906.6,1327.51,DSV Customs,REF8301586,432,BULK,PKG96781,207267.07,Nigeria exporter (export)
6806200000,CD201812000000068756,2018-12-21,2018-12-01,export,10,Transit,680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)",Germany,Germany,Nigeria,TP Group Service GmbH,[in full dataset],[in full dataset],Hamburg,Germany,[in full dataset],GLOBAL MANPOWER NIGERIA LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2018,12,2018-12,877.4,KG,877.4,969.9,9829.35,9829.35,9356.86,416.36,56.13,10.66,GBP,110.0411,EXW,6.4,629.08,0,629.08,Kuehne+Nagel Brokerage,REF9878135,148,DRUMS,PKG51706,229234.73,Nigeria importer (import)
6810110000,CD201810000000497513,2018-10-01,2018-10-04,export,70,Temporary,681011,"Cement, concrete or artificial stone; building blocks or bricks, whether or not reinforced",China,China,Nigeria,"Huaxin Building Materials Group Co.,Ltd.",[in full dataset],[in full dataset],Wuhan,China,[in full dataset],GLOBAL MANPOWER NIGERIA LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],ROAD,Main Container Port,Main Container Port,2018,10,2018-10,22645.1,KG,22645.1,24015.2,74825.33,74825.33,67844.41,6452.44,528.48,3,USD,1,CIF,3.4,2544.06,7736.94,10281,DB Schenker Customs,REF7807454,441,BAGS,PKG60618,2099279,Nigeria importer (import)
6809900000,CD201808000000639887,2018-08-17,2018-08-21,export,42,Transit,680990,Plaster articles or articles of compositions based on plaster; n.e.c. in heading no. 6809,China,China,Nigeria,"Jingyuan (Dehua) Building Materials Co.,Ltd.",[in full dataset],[in full dataset],Quanzhou,China,,GLOBAL MANPOWER NIGERIA LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],AIR,Main Container Port,Main Container Port,2018,8,2018-08,9908,KG,9908,11244.1,208.88,208.88,200,8,0.88,0.02,GBP,128.1309,FCA,5.6,11.7,15.44,27.14,DHL Customs Svc,REF7819019,353,PALLETS,PKG66818,2890093,Nigeria importer (import)
8423900000,CD201606000001237572,2016-06-13,2016-06-18,export,10,Transit,842390,"Weighing machines; weights of all kinds, parts of weighing machinery",China,China,Nigeria,"Shanghai Zhenhua Heavy Industries Co.,Ltd.",[in full dataset],[in full dataset],Shanghai,China,[in full dataset],DE COON SERVICES LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],ROAD,Main Container Port,Main Container Port,2016,6,2016-06,15448.3,KG,15448.3,16039.5,5245.12,5245.12,5003.47,213.76,27.89,0.32,EUR,105.6321,DDP,2.2,115.39,0,115.39,DB Schenker Customs,REF4395798,468,BAGS,PKG56000,105718643,Nigeria importer (import)
4007000000,CD202011000000267970,2020-11-08,2020-11-19,import,70,Transit,400700,"Rubber; vulcanised, thread and cord",Nigeria,Nigeria,China,THE OKOMU OIL PALM COMPANY PLC,[in full dataset],[in full dataset],Edo,Nigeria,[in full dataset],"Zhongce Rubber Group Co.,Ltd",[in full dataset],[in full dataset],Hangzhou,China,[in full dataset],ROAD,Tianjin,Dalian,2020,11,2020-11,643.9,KG,643.9,681.8,5778.59,5778.59,5479.09,285.62,13.88,8.51,GBP,105.5737,DAP,9.1,525.85,441.31,967.16,Expeditors Customs,REF4340279,64,BALES,PKG17351,858459,Nigeria exporter (export)
0410100000,CD202602000000088256,2026-02-19,2026-02-06,export,61,Warehouse,041010,Animal products; insects,Netherlands,Netherlands,Nigeria,De Heus Animal Nutrition B.V.,[in full dataset],[in full dataset],Ede GLD,Netherlands,[in full dataset],CADBURY NIGERIA PLC,[in full dataset],[in full dataset],Ikeja,Nigeria,[in full dataset],RAIL,Main Container Port,Main Container Port,2026,2,2026-02,8831.1,KG,8831.1,9613.6,19937.54,19937.54,18164.96,1735.33,37.25,2.06,INR,113.3727,CPT,12.9,2571.94,4501.9,7073.84,Livingston Intl,REF6980295,243,BULK,PKG68473,2585962.9,Nigeria importer (import)
1302200000,CD201509000000029956,2015-09-09,2015-09-14,export,70,Temporary,130220,Pectic substances; pectinates and pectates,United Kingdom,United Kingdom,Nigeria,CHAUMET (LONDON) LIMITED,[in full dataset],[in full dataset],LONDON,United Kingdom,[in full dataset],DARUL-MUQINEEN ARABIC AND ISLAMIC CENTRE,[in full dataset],[in full dataset],Isheri,Nigeria,,SEA,Main Container Port,Main Container Port,2015,9,2015-09,8521.7,KG,8521.7,9645.3,7618.11,7618.11,7345.97,231.15,40.99,0.86,GBP,57.2418,FOB,3.2,243.78,550.33,794.11,Kuehne+Nagel Brokerage,REF7819272,293,CARTONS,PKG29347,1048994.52,Nigeria importer (import)
2904310000,CD202201000000178207,2022-01-26,2022-01-08,export,10,Temporary,290431,"Derivatives of hydrocarbons; perfluorooctane sulphonic acid, whether or not halogenated",China,China,Nigeria,"Qilu Antibiotics Pharmaceutical Co., Ltd.",[in full dataset],[in full dataset],Jinan,China,[in full dataset],ESTER'S BETHEL ENTERPRISE,[in full dataset],[in full dataset],Olomore,Nigeria,,SEA,Main Container Port,Main Container Port,2022,1,2022-01,12282.5,KG,12282.5,13361.4,11487.53,11487.53,10874.34,571.01,42.18,0.89,CNY,104.8578,CIF,4.7,539.91,2405.49,2945.4,Livingston Intl,REF9199849,293,BAGS,PKG1221,19120015,Nigeria importer (import)
