india_itc_hs8,system_identity_id,hs_code,hs_code_sure_level,product_description,marks_and_numbers,origin_country,destination_country,del_country,country_sure_level,year,month,period,sailing_date,estimate_arrival_date,actual_arrival_date,flow,mode_of_transportation,lane_value_usd,cif_value_usd,quantity_unit,weight_unit,supplier_name,supplier_address,supplier_city,supplier_phone,supplier_website,supplier_contact,indicator_true_supplier,importer_name,importer_address,importer_city,importer_phone,importer_website,importer_contact,indicator_true_buyer,notify_party_name,notify_party_address,also_notify_name,per_shipment_quantity,per_shipment_weight_kg,origin_port,destination_port,port_of_final_delivery,teu,feu,cbm,vessel_name,vessel_code,vessel_country_code,voyage,manifest_no,carrier_sasc_code,bill_type_code,bill_of_lading_no,master_bill_of_lading,container_id,container_size,container_type,container_desc_code,container_load_status,container_type_of_service,freight_forwarder_name,estimated_value_usd
69091200,6003202312000001098431,690912,6,"Ceramic wares; for laboratory, chemical or other technical uses, articles having a hardness equivalent to 9 or more on the Mohs scale",MARKS3778,Germany,India,India,9,2023,12,2023-12,2023-12-21,20231228,20231228,export,1,8457256.94,5097.53,kg,KG,STEREON Ceramics Auma GmbH,[in full dataset],Auma-Weidatal,,www.qsil-ceramics.com,[in full dataset],Y,SHARADAA CERAMICS PRIVATE LIMITED,[in full dataset],Chennai,,www.sharadaceramics.com,[in full dataset],Y,STEREON Ceramics Auma GmbH,[in full dataset],,20413.8,20413.8,Hamburg,Tuticorin,Chennai,1,1,25.52,EVER GIVEN,IMO8111884,MH,V851,897,COSU,MBL,EGLV733872922,HLCU984243090,MSCU7511793,20GP,FLAT RACK,RF,FCL,CFS/CFS,DB Schenker,4794.6
40101910,6003201912000005879275,401019,9,"Rubber; vulcanised, conveyor belts or belting, (reinforced with other than metal only or textile materials only)",MARKS7549,Thailand,India,India,5,2019,12,2019-12,2019-12-26,20191212,20191212,export,1,25281195.42,3138.89,kg,KG,THAI SINANANT RUBBER FACTORY (2516) COMPANY LIMITED,[in full dataset],PHRA PRADAENG,,www.mitsubabelts.com,[in full dataset],N,MRF LIMITED,[in full dataset],Chennai,,www.mrftyres.com,[in full dataset],N,THAI SINANANT RUBBER FACTORY (2516) COMPANY LIMITED,[in full dataset],,15884.4,15884.4,Laem Chabang,Kandla,Chennai,1,1,19.86,MADRID MAERSK,IMO5994922,SG,V194,326,MAEU,SWB,YMLU603144820,ONEY908616136,FCIU5446336,40GP,REEFER,GP,FCL,CY/CY,Expeditors,2903.86
,6003202602000001370302,070953,5,"Vegetables; mushrooms of the genus Cantharellus, fresh or chilled",MARKS6119,Australia,India,India,7,2026,2,2026-02,2026-02-15,20260212,20260212,export,1,138496072.64,20826.65,kg,KG,ADM TRADING AUSTRALIA PTY LTD,[in full dataset],Adelaide,,www.admgrain.com.au,[in full dataset],Y,AJANTA SOYA LIMITED,[in full dataset],New Delhi,,www.ajantasoya.com,[in full dataset],Y,ADM TRADING AUSTRALIA PTY LTD,[in full dataset],,24671.3,24671.3,Brisbane,Chennai,New Delhi,1,1,30.84,MSC GULSUN,IMO5110015,PA,V312,772,MAEU,HBL,ONEY613865371,EGLV755791234,TGHU2833117,40GP,DRY,RF,FCL,CFS/CFS,Nippon Express,18386.18
08022100,6003201609000011042926,080221,5,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell",MARKS4163,United States,India,India,9,2016,9,2016-09,2016-09-08,20160925,20160925,export,1,102668115,522.03,kg,KG,"John B. Sanfilippo & Son, Inc.",[in full dataset],Elgin,,www.jbssinc.com,[in full dataset],Y,DIAMOND NUTS,[in full dataset],Kollam,,www.bsnl.in,[in full dataset],Y,"John B. Sanfilippo & Son, Inc.",[in full dataset],,6931.3,6931.3,"Savannah, GA","Mundra, Gujarat",Kollam,1,1,8.66,BARZAN,IMO5648947,MH,V860,166,MAEU,MBL,EGLV692160378,CMDU960032771,CAIU4188025,40HC,FLAT RACK,GP,LCL,CFS/CFS,DHL Global Forwarding,489.44
09093119,6003202010000001604673,090931,8,"Spices; cumin seeds, neither crushed nor ground",MARKS2053,Indonesia,India,India,7,2020,10,2020-10,2020-10-16,20201026,20201026,export,1,15964325.41,15493.81,kg,KG,PT JCO DONUT & COFFEE,[in full dataset],Kota Administrasi Jakarta Utara,,www.jcodonuts.com,[in full dataset],Y,SRI NARASUS COFFEE COMPANY PRIVATE LIMITED,[in full dataset],Salem,,www.narasuscoffee.in,[in full dataset],Y,PT JCO DONUT & COFFEE,[in full dataset],,8372.8,8372.8,"Tanjung Priok, Jakarta","Nhava Sheva (JNPT), Mumbai",Salem,1,1,10.47,MADRID MAERSK,IMO5332902,SG,V280,450,YMLU,HBL,ONEY459617131,CMDU468774866,MSCU1165264,40HC,DRY,HC,FCL,CFS/CFS,Expeditors,13713.55
52062100,6003202509000001897888,520621,9,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale",MARKS6392,Australia,India,India,9,2025,9,2025-09,2025-09-10,20250926,20250926,export,1,60682112.87,12575.85,kg,KG,COTTON ON CLOTHING PTY. LTD.,[in full dataset],North Geelong,,www.cottonongroup.com.au,[in full dataset],N,THE RAMARAJU SURGICAL COTTON MILLS LIMITED,[in full dataset],Rajapalayam,,www.ramarajusurgical.com,[in full dataset],Y,COTTON ON CLOTHING PTY. LTD.,[in full dataset],,8829.1,8829.1,Melbourne,Tuticorin,Rajapalayam,1,1,11.04,APL MEXICO CITY,IMO8819099,LR,V373,750,OOLU,MBL,HLCU692790463,MSCU464007083,BMOU8429929,20GP,FLAT RACK,HC,FCL,CFS/CFS,CEVA Logistics,11601.18
70080090,6003202411000005757694,700800,5,Glass; multiple-walled insulating units of glass,MARKS1105,China,India,India,8,2024,11,2024-11,2024-11-09,20241125,20241125,export,1,160400563,21095.68,kg,KG,"FUYAO GLASS INDUSTRY GROUP CO., LTD.",[in full dataset],Fuqing,,www.fuyaogroup.com,[in full dataset],Y,MAHARASHTRA SAFETY GLASS WORKS LIMITED,[in full dataset],Pune,,,,Y,"FUYAO GLASS INDUSTRY GROUP CO., LTD.",[in full dataset],,19809.4,19809.4,Tianjin,"Nhava Sheva (JNPT), Mumbai",Pune,1,1,24.76,EVER ACME,IMO3512775,LR,V266,249,CMDU,HBL,MAEU871872235,CMDU945180715,FCIU9225114,20GP,DRY,RF,LCL,CY/CY,DB Schenker,19359.51
40121910,6003201901000000166118,401219,5,"Retreaded tyres; other than of a kind used on motor cars (including station wagons and racing cars), buses and lorries and aircraft",MARKS7449,Philippines,India,India,7,2019,1,2019-01,2019-01-10,20190124,20190124,export,1,444196,3105.7,kg,KG,MGDC AUTO REPAIR SHOP CORP.,[in full dataset],Davao City,,,,N,RELIANCE INDUSTRIES LIMITED,[in full dataset],Mumbai,,www.ril.com,[in full dataset],Y,MGDC AUTO REPAIR SHOP CORP.,[in full dataset],,24220.2,24220.2,Manila North/South Harbor,Tuticorin,Mumbai,1,1,30.28,HMM ALGECIRAS,IMO2150764,LR,V190,40,EGLV,HBL,MSCU147262360,MAEU500187307,FCIU9815078,40HC,DRY,HC,LCL,CFS/CFS,Kuehne + Nagel,2754.56
52111900,6003202509000001631475,521119,5,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, of weaves n.e.c. in item no. 5211.1, weighing more than 200g/m2",MARKS9161,United States,India,India,5,2025,9,2025-09,2025-09-19,20250905,20250905,export,1,37839961,4145.78,kg,KG,"Port of Corpus Christi Authority of Nueces County, Texas",[in full dataset],Corpus Christi,,www.portofcc.com,[in full dataset],Y,INDRA COTTON MILLS LIMITED,[in full dataset],Chennai,,,,N,"Port of Corpus Christi Authority of Nueces County, Texas",[in full dataset],,3580.1,3580.1,"New York/Newark, NJ",Cochin,Chennai,1,1,4.48,OOCL HONG KONG,IMO9247815,PA,V261,190,YMLU,MBL,COSU197352934,HLCU169729171,GESU1491251,40GP,FLAT RACK,GP,LCL,CY/CFS,Expeditors,3772.43
70191100,6003202409000005923598,701911,9,"Glass fibres; (including glass wool), chopped strands, of a length of not more than 50mm",MARKS1302,China,India,India,7,2024,9,2024-09,2024-09-03,20240902,20240902,export,1,179414730,5335.03,kg,KG,"Fujian Wanda Automobile Glass Industry Co., Ltd.",[in full dataset],Fuqing,,,,N,GOLD PLUS GLASS INDUSTRY LIMITED,[in full dataset],New Delhi,,www.goldplusgroup.com,[in full dataset],N,"Fujian Wanda Automobile Glass Industry Co., Ltd.",[in full dataset],,10732.7,10732.7,Ningbo-Zhoushan,"Nhava Sheva (JNPT), Mumbai",New Delhi,1,1,13.42,MSC GULSUN,IMO3644440,LR,V962,146,MSCU,MBL,HLCU339697657,ONEY428499047,MSCU1009698,40HC,TANK,HC,FCL,CY/CY,Expeditors,5006.96
08140000,6003201605000005219396,081400,6,"Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions",MARKS8929,China,India,India,6,2016,5,2016-05,2016-05-19,20160508,20160508,export,1,19384201,34260.77,kg,KG,"Telling Telecommunication Holding Co.,Ltd.",[in full dataset],Beijing,,www.chinatelling.com,[in full dataset],N,"PARAYIL EXPORTS,",[in full dataset],Kottayam,,,,Y,"Telling Telecommunication Holding Co.,Ltd.",[in full dataset],,4720,4720,Dalian,Kolkata,Kottayam,1,1,5.9,MSC GULSUN,IMO6570163,LR,V792,831,HLCU,HBL,CMDU435604328,CMDU120361637,MSCU9750409,40HC,DRY,HC,FCL,CFS/CFS,Sinotrans,31422.93
70022010,6003202409000005925805,700220,9,"Glass; unworked, in rods",MARKS9214,China,India,India,6,2024,9,2024-09,2024-09-08,20240920,20240920,export,1,179414730,9450.05,kg,KG,"Bengbu Longguang Glass Product Co., Ltd.",[in full dataset],Bengbu,,,,Y,HARYANA SHEET GLASS LIMITED,[in full dataset],New Delhi,,www.hsglindia.com,[in full dataset],Y,"Bengbu Longguang Glass Product Co., Ltd.",[in full dataset],,10252.3,10252.3,Shanghai,Cochin,New Delhi,1,1,12.82,MOL TRIUMPH,IMO5014336,SG,V759,920,APLU,SWB,YMLU479238253,ONEY188887248,GESU2026636,40GP,REEFER,GP,FCL,CY/CY,DSV,8416.19
09093200,6003202009000000040796,090932,7,"Spices; cumin seeds, crushed or ground",MARKS7103,United Kingdom,India,India,5,2020,9,2020-09,2020-09-06,20200910,20200910,export,1,140249.24,23705.33,kg,KG,COSTA EXPRESS LIMITED,[in full dataset],LONDON,,costaexpressbusiness.co.uk,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,COSTA EXPRESS LIMITED,[in full dataset],,994.5,994.5,London Gateway,"Mundra, Gujarat",New Delhi,1,1,1.24,MAERSK MOLLER,IMO5825429,PA,V130,750,OOLU,SWB,EGLV196102082,EGLV290879651,BMOU3031190,45HC,TANK,HC,FCL,CFS/CFS,Kuehne + Nagel,22233.8
48191090,6003201802000002393086,481910,5,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MARKS9078,Germany,India,India,9,2018,2,2018-02,2018-02-13,20180227,20180227,export,1,9037925.29,2116.3,kg,KG,Georg von Holtzbrinck GmbH & Co.KG,[in full dataset],Stuttgart,,www.holtzbrinck.com,[in full dataset],Y,J P TOBACCO PRODUCTS PRIVATE LIMITED,[in full dataset],Damoh,,,,Y,Georg von Holtzbrinck GmbH & Co.KG,[in full dataset],,23851.4,23851.4,Hamburg,Chennai,Damoh,1,1,29.81,BARZAN,IMO6164583,PA,V852,517,MSCU,SWB,COSU602936651,YMLU528702752,BMOU3244345,40HC,DRY,GP,FCL,CY/CY,DSV,1924.13
,6003201707000003785738,441875,8,"Wood; assembled flooring panels, not of bamboo or with at least the top layer (wear layer) of bamboo, multilayer",MARKS8163,Indonesia,India,India,9,2017,7,2017-07,2017-07-14,20170712,20170712,export,1,11227949.1,1793.71,kg,KG,PT DAYA SAKTI UNGGUL CORPORATION TBK,[in full dataset],Kota Administrasi Jakarta Pusat,,www.dsuc.co.id,[in full dataset],N,99 BOTTLES & CASKS PRIVATE LIMITED,[in full dataset],Mumbai,,,,N,PT DAYA SAKTI UNGGUL CORPORATION TBK,[in full dataset],,5976.4,5976.4,"Tanjung Perak, Surabaya",Visakhapatnam,Mumbai,1,1,7.47,MOL TRIUMPH,IMO6138154,PA,V524,805,EGLV,HBL,COSU828751865,MSCU321085984,TCLU4763841,40GP,DRY,GP,FCL,CY/CFS,Yusen Logistics,1662.57
15211019,6003201503000004404436,152110,6,Vegetable waxes (other than triglycerides); whether or not refined or coloured,MARKS7421,Malaysia,India,India,5,2015,3,2015-03,2015-03-01,20150306,20150306,export,1,242261037.63,382.64,kg,KG,EVERBEST SOYA BEAN PRODUCTS SDN. BHD.,[in full dataset],Simpang Ampat,,www.everbest.my,[in full dataset],Y,HINDUSTAN VEGETABLE OILS CORPORATION LIMITED,[in full dataset],North 24 Parganas,,,,Y,EVERBEST SOYA BEAN PRODUCTS SDN. BHD.,[in full dataset],,10695.2,10695.2,Penang,"Mundra, Gujarat",North 24 Parganas,1,1,13.37,HYUNDAI LOYALTY,IMO4831911,MH,V154,282,MSCU,MBL,CMDU342563603,EGLV957557349,BMOU2112695,40GP,OPEN TOP,HC,FCL,CY/CY,Bollore Logistics,339.62
44072500,6003201711000007334054,440725,6,"Wood, tropical; dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",MARKS2573,Malaysia,India,India,6,2017,11,2017-11,2017-11-12,20171115,20171115,export,1,31537754.49,25465.02,kg,KG,JAYA TIASA PLYWOOD SDN. BHD.,[in full dataset],Sibu,,www.jayatiasa.net,[in full dataset],Y,B.G. PLYWOOD INDUSTRIES PRIVATE LIMITED,[in full dataset],Chennai,,,,N,JAYA TIASA PLYWOOD SDN. BHD.,[in full dataset],,6393.7,6393.7,Tanjung Pelepas,Chennai,Chennai,1,1,7.99,YM WARRANTY,IMO9296302,MH,V835,468,MAEU,MBL,MAEU783029885,MSCU725212121,FCIU7829864,20GP,FLAT RACK,HC,LCL,CY/CFS,Sinotrans,22232.86
48051900,6003201810000005182138,480519,7,"Paper and paperboard; uncoated, fluting paper other than semi-chemical or straw, rolls or sheets",MARKS9994,Canada,India,India,7,2018,10,2018-10,2018-10-26,20181018,20181018,export,1,30007229.69,28702.24,kg,KG,West Fraser Timber Co. Ltd,[in full dataset],Vancouver,,www.westfraser.com,[in full dataset],Y,PUDUMJEE PAPER PRODUCTS LIMITED,[in full dataset],Mumbai,,www.pudumjee.com,[in full dataset],Y,West Fraser Timber Co. Ltd,[in full dataset],,9451.1,9451.1,"Prince Rupert, BC",Kolkata,Mumbai,1,1,11.81,APL MEXICO CITY,IMO3785829,LR,V890,821,ONEY,MBL,MAEU956232738,MSCU977921570,MSCU4237752,40GP,DRY,GP,FCL,CY/CY,Sinotrans,25193.65
44123990,6003201708000000205547,441239,7,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with both outer plies of coniferous wood",MARKS8893,Czech Republic,India,India,5,2017,8,2017-08,2017-08-08,20170811,20170811,export,1,338125,515.03,kg,KG,GXO Logistics Czech s.r.o.,[in full dataset],Bor,,,,Y,SILVASSA WOODEN DRUMS,[in full dataset],Silvassa,,,,Y,GXO Logistics Czech s.r.o.,[in full dataset],,14343.4,14343.4,Main Container Port,Tuticorin,Silvassa,1,1,17.93,APL MEXICO CITY,IMO1581571,SG,V505,593,ONEY,SWB,YMLU333636217,ONEY465308470,FCIU3854032,45HC,TANK,GP,FCL,CY/CY,DSV,458.19
70131000,6003202404000005522749,701310,8,"Glassware; of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than of heading no. 7010 or 7018), of glass-ceramics",MARKS9793,China,India,India,7,2024,4,2024-04,2024-04-03,20240420,20240420,export,1,141170363,1370.01,kg,KG,"Sichuan Nanbo Energy Saving Glass Co.,ltd.",[in full dataset],Chengdu,,,,Y,HINDUSTAN NATIONAL GLASS COMPANY LIMITED,[in full dataset],Nashik,,,,Y,"Sichuan Nanbo Energy Saving Glass Co.,ltd.",[in full dataset],,21233.8,21233.8,Yingkou,"Nhava Sheva (JNPT), Mumbai",Nashik,1,1,26.54,EVER GIVEN,IMO6963476,SG,V409,388,OOLU,MBL,MSCU938804453,MAEU529402760,GESU3795050,40HC,TANK,RF,LCL,CY/CFS,DHL Global Forwarding,1303.93
40024900,6003201904000006561345,400249,9,"Rubber; synthetic, chloroprene (chlorobutadiene) rubber (CR), (other than latex), in primary forms or in plates, sheets or strip",MARKS2159,Indonesia,India,India,8,2019,4,2019-04,2019-04-27,20190422,20190422,export,1,30969792.41,11905.47,kg,KG,PT CHANDRA ASRI PACIFIC TBK,[in full dataset],Kota Administrasi Jakarta Barat,,www.chandra-asri.com,[in full dataset],N,RELIANCE INDUSTRIES LIMITED,[in full dataset],Mumbai,,www.ril.com,[in full dataset],Y,PT CHANDRA ASRI PACIFIC TBK,[in full dataset],,885.5,885.5,Makassar,Kolkata,Mumbai,1,1,1.11,YM WARRANTY,IMO4325756,LR,V198,289,EGLV,SWB,MAEU607775657,YMLU376217362,TGHU1772375,40GP,TANK,HC,FCL,CY/CY,CEVA Logistics,10540.51
69010090,6003202310000002875701,690100,8,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths",MARKS9279,China,India,India,9,2023,10,2023-10,2023-10-18,20231009,20231009,export,1,50302335,16650.19,kg,KG,"Financial Street Property Co., Limited",[in full dataset],Beijing,,www.jrjlife.com,[in full dataset],N,SPECIAL CERAMICS PRIVATE LIMITED,[in full dataset],New Delhi,,www.specialceramics.in,[in full dataset],Y,"Financial Street Property Co., Limited",[in full dataset],,20515.5,20515.5,Tianjin,"Mundra, Gujarat",New Delhi,1,1,25.64,ONE APUS,IMO2771200,SG,V359,683,COSU,SWB,HLCU378268732,ONEY496378705,BMOU5236017,45HC,TANK,HC,FCL,CFS/CFS,Expeditors,15766.83
,6003202302000002219228,690730,8,"Mosaic cubes and the like, other than those of subheading 6907.40",MARKS7853,China,India,India,5,2023,2,2023-02,2023-02-04,20230228,20230228,export,1,28843108,16215.33,kg,KG,"Chaozhou Three-Circle(Group) Co.,Ltd",[in full dataset],Chaozhou,,www.cctc.cc,[in full dataset],Y,MILIND BRICKS UDYOG,[in full dataset],Bhandara,,,,Y,"Chaozhou Three-Circle(Group) Co.,Ltd",[in full dataset],,9163.6,9163.6,Qingdao,Kolkata,Bhandara,1,1,11.45,MADRID MAERSK,IMO1296392,MH,V907,237,CMDU,HBL,COSU209355093,EGLV324165032,BMOU3698492,40GP,DRY,GP,LCL,CFS/CFS,DSV,14392.54
07061000,6003202601000001281056,070610,9,"Vegetables, root; carrots and turnips, fresh or chilled",MARKS7886,Australia,India,India,9,2026,1,2026-01,2026-01-05,20260119,20260119,export,1,106461162.68,21076.29,kg,KG,ADM TRADING AUSTRALIA PTY LTD,[in full dataset],Adelaide,,www.admgrain.com.au,[in full dataset],Y,AJANTA SOYA LIMITED,[in full dataset],New Delhi,,www.ajantasoya.com,[in full dataset],Y,ADM TRADING AUSTRALIA PTY LTD,[in full dataset],,4068.4,4068.4,Melbourne,Kolkata,New Delhi,1,1,5.09,EVER ACME,IMO4652172,SG,V318,631,APLU,MBL,COSU480809149,YMLU744173220,MSCU2661776,20GP,FLAT RACK,RF,FCL,CFS/CFS,CEVA Logistics,19772.45
09011200,6003202001000001371909,090112,7,"Coffee; decaffeinated, not roasted",MARKS6860,Indonesia,India,India,9,2020,1,2020-01,2020-01-07,20200124,20200124,export,1,11075862.44,5466.75,kg,KG,CV DUA BURUNG,[in full dataset],Kota Tegal,,,,Y,MCLEOD RUSSEL INDIA LIMITED,[in full dataset],Kolkata,,www.mcleodrussel.com,[in full dataset],N,CV DUA BURUNG,[in full dataset],,11442.3,11442.3,Belawan,Tuticorin,Kolkata,1,1,14.3,COSCO UNIVERSE,IMO4982320,PA,V394,814,ZIMU,MBL,MSCU120917299,YMLU385462909,MSCU4850084,45HC,REEFER,RF,LCL,CY/CY,Bollore Logistics,5197.87
70099200,6003202408000006016668,700992,8,"Glass mirrors; framed, excluding rear-view mirrors for vehicles",MARKS1732,China,India,India,6,2024,8,2024-08,2024-08-12,20240819,20240819,export,1,190766152,16943.23,kg,KG,"Guangzhou Fuyao Glass Co., Ltd.",[in full dataset],Guangzhou,,,,Y,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LIMITED,[in full dataset],Kolkata,,www.hngil.com,[in full dataset],N,"Guangzhou Fuyao Glass Co., Ltd.",[in full dataset],,7231.6,7231.6,Guangzhou,"Mundra, Gujarat",Kolkata,1,1,9.04,MSC OSCAR,IMO4739638,PA,V616,621,ONEY,SWB,EGLV412883050,YMLU972979170,TCLU1601475,20GP,FLAT RACK,HC,FCL,CFS/CFS,CEVA Logistics,15259.41
25221000,6003202104000004455257,252210,7,Quicklime; excluding calcium oxide and hydroxide of heading no. 2825,MARKS5222,Turkiye,India,India,7,2021,4,2021-04,2021-04-10,20210404,20210404,export,1,9868483,12925.25,kg,KG,SIRMERSAN MERMER SANAYI ANONIM SIRKETI,[in full dataset],Denizli,,www.sirmersan.com,[in full dataset],Y,ULTRATECH CEMENT LIMITED,[in full dataset],Mumbai,,www.ultratechcement.com,[in full dataset],Y,SIRMERSAN MERMER SANAYI ANONIM SIRKETI,[in full dataset],,24478.4,24478.4,Main Container Port,Visakhapatnam,Mumbai,1,1,30.6,MSC OSCAR,IMO5062929,PA,V691,380,MSCU,SWB,YMLU766600104,COSU320142646,GESU1856829,40GP,TANK,RF,FCL,CFS/CFS,Nippon Express,11277.96
25171010,6003202102000001221589,251710,5,"Pebbles, gravel, broken or crushed stone; of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated",MARKS4679,Spain,India,India,9,2021,2,2021-02,2021-02-10,20210202,20210202,export,1,1777857.01,3549.89,kg,KG,PLADUR GYPSUM SAU.,[in full dataset],VALDEMORO,,www.pladur.com,[in full dataset],N,AMBUJA CEMENTS LIMITED,[in full dataset],Mumbai,,www.ambujacement.com,[in full dataset],N,PLADUR GYPSUM SAU.,[in full dataset],,6571.6,6571.6,Algeciras,Kolkata,Mumbai,1,1,8.21,EVER GIVEN,IMO5616518,PA,V581,26,HLCU,SWB,COSU829794683,YMLU574398610,BMOU5086042,40HC,FLAT RACK,GP,FCL,CY/CFS,Sinotrans,3338.02
07031020,6003202601000001275916,070310,8,"Vegetables, alliaceous; onions and shallots, fresh or chilled",MARKS8010,Australia,India,India,5,2026,1,2026-01,2026-01-11,20260121,20260121,export,1,106461162.68,6661.36,kg,KG,ADM TRADING AUSTRALIA PTY LTD,[in full dataset],Adelaide,,www.admgrain.com.au,[in full dataset],Y,POONA DAL AND OIL INDUSTRIES LIMITED,[in full dataset],Pune,,www.pdoil.co.in,[in full dataset],N,ADM TRADING AUSTRALIA PTY LTD,[in full dataset],,9174.6,9174.6,Brisbane,Kandla,Pune,1,1,11.47,MADRID MAERSK,IMO1752162,PA,V555,923,YMLU,SWB,HLCU782669298,MSCU470943251,CAIU8053428,40GP,DRY,RF,LCL,CY/CFS,CEVA Logistics,6164.01
25132010,6003202103000004676166,251320,5,"Emery, natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",MARKS8421,Turkiye,India,India,9,2021,3,2021-03,2021-03-10,20210307,20210307,export,1,10995809,2425.32,kg,KG,QUA GRANITE HAYAL YAPI VE URUNLERI SANAYI TICARET ANONIM SIRKETI,[in full dataset],Aydin,,www.qua.com.tr,[in full dataset],Y,ULTRATECH CEMENT LIMITED,[in full dataset],Mumbai,,www.ultratechcement.com,[in full dataset],Y,QUA GRANITE HAYAL YAPI VE URUNLERI SANAYI TICARET ANONIM SIRKETI,[in full dataset],,18361.7,18361.7,Main Container Port,Kolkata,Mumbai,1,1,22.95,MSC GULSUN,IMO1104935,PA,V593,605,OOLU,MBL,MAEU251381372,CMDU994522407,FCIU8039472,20GP,OPEN TOP,RF,LCL,CY/CFS,CEVA Logistics,2145.79
52114200,6003202509000001899395,521142,7,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, denim",MARKS4095,Australia,India,India,8,2025,9,2025-09,2025-09-21,20250915,20250915,export,1,60682112.87,8826.06,kg,KG,COTTON ON FINANCE PTY LTD,[in full dataset],NORTH GEELONG,,www.cottonon.com.au,[in full dataset],Y,COTTON WORLD,[in full dataset],Bengaluru,,www.cottonworld.co.in,[in full dataset],Y,COTTON ON FINANCE PTY LTD,[in full dataset],,15683.6,15683.6,Melbourne,Tuticorin,Bengaluru,1,1,19.6,EVER GIVEN,IMO8518437,SG,V123,749,YMLU,MBL,CMDU959330007,COSU858247862,FCIU7508346,40HC,OPEN TOP,RF,FCL,CY/CFS,Nippon Express,7870.58
07081000,6003202602000001367932,070810,6,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, fresh or chilled",MARKS3272,Australia,India,India,7,2026,2,2026-02,2026-02-04,20260203,20260203,export,1,138496072.64,2820.75,kg,KG,ADM TRADING AUSTRALIA PTY LTD,[in full dataset],Adelaide,,www.admgrain.com.au,[in full dataset],Y,AJANTA SOYA LIMITED,[in full dataset],New Delhi,,www.ajantasoya.com,[in full dataset],Y,ADM TRADING AUSTRALIA PTY LTD,[in full dataset],,2436.4,2436.4,Fremantle,Cochin,New Delhi,1,1,3.05,APL MEXICO CITY,IMO7761956,LR,V853,601,HMMU,MBL,MSCU960929813,HLCU332929331,MSCU9727245,40HC,REEFER,HC,FCL,CFS/CFS,Nippon Express,2623.41
07101000,6003202602000001084898,071010,8,"Vegetables; potatoes, uncooked or cooked by steaming or boiling in water, frozen",MARKS8331,Canada,India,India,8,2026,2,2026-02,2026-02-02,20260227,20260227,export,1,57120881.8,3438.95,kg,KG,Prairieview Seed Potatoes Ltd,[in full dataset],Vauxhall,,,,Y,PBS OIL INDUSTRIES PRIVATE LIMITED,[in full dataset],Dhamtari,,www.pbsoil.com,[in full dataset],Y,Prairieview Seed Potatoes Ltd,[in full dataset],,3507.7,3507.7,"Montreal, QC",Kandla,Dhamtari,1,1,4.38,CSCL GLOBE,IMO8264800,LR,V960,341,EGLV,SWB,MAEU604122530,HLCU895050088,CAIU1111621,20GP,OPEN TOP,RF,FCL,CY/CY,Kuehne + Nagel,3164.51
08043000,6003201609000011042257,080430,8,"Fruit, edible; pineapples, fresh or dried",MARKS8220,United States,India,India,5,2016,9,2016-09,2016-09-15,20160915,20160915,export,1,102668115,61925.75,kg,KG,"Conagra Brands, Inc.",[in full dataset],Chicago,,www.conagrabrands.com,[in full dataset],Y,UMA EXPORTS LIMITED,[in full dataset],Kolkata,,www.umaexports.net,[in full dataset],Y,"Conagra Brands, Inc.",[in full dataset],,9621.8,9621.8,"Seattle, WA","Mundra, Gujarat",Kolkata,1,1,12.03,COSCO UNIVERSE,IMO5982462,PA,V407,863,OOLU,MBL,COSU110122717,ONEY209994920,MSCU7244380,40GP,TANK,RF,FCL,CY/CY,Yusen Logistics,58540.37
